,Time (CET),Attribute,Value,datetime,Year,Month,Day,s,sH,T,p,c,Cl,w,tS,E',P,U
0,1,2020-02-09,0.0,2020-02-09 01:00:00,2020,2,9,0,10,5.1,0.0,0,0,0,0,0,0,0.0
1,2,2020-02-09,0.0,2020-02-09 02:00:00,2020,2,9,0,10,5.1,0.0,0,0,0,0,0,0,0.0
2,3,2020-02-09,0.0,2020-02-09 03:00:00,2020,2,9,0,10,6.9,0.0,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,757.0,53.0
3,4,2020-02-09,1185.03,2020-02-09 04:00:00,2020,2,9,0,10,6.9,0.0,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,757.0,53.0
4,5,2020-02-09,7505.1900000000005,2020-02-09 05:00:00,2020,2,9,1,10,6.9,0.0,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,757.0,53.0
5,6,2020-02-09,12706.155,2020-02-09 06:00:00,2020,2,9,1,10,11.3,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,1.0,"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.",756.4,45.0
6,7,2020-02-09,22840.745,2020-02-09 07:00:00,2020,2,9,1,10,11.3,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,1.0,"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.",756.4,45.0
7,8,2020-02-09,30876.615,2020-02-09 08:00:00,2020,2,9,1,10,11.3,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,1.0,"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.",756.4,45.0
8,9,2020-02-09,30810.780000000002,2020-02-09 09:00:00,2020,2,9,1,10,14.2,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,754.9,32.0
9,10,2020-02-09,34431.705,2020-02-09 10:00:00,2020,2,9,1,10,14.2,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,754.9,32.0
10,11,2020-02-09,38974.32,2020-02-09 11:00:00,2020,2,9,1,10,14.2,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,754.9,32.0
11,12,2020-02-09,16985.43,2020-02-09 12:00:00,2020,2,9,1,10,9.3,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,752.5,38.0
12,13,2020-02-09,3818.4300000000003,2020-02-09 13:00:00,2020,2,9,1,10,9.3,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,752.5,38.0
13,14,2020-02-09,65.83500000000001,2020-02-09 14:00:00,2020,2,9,1,10,9.3,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,752.5,38.0
14,15,2020-02-09,0.0,2020-02-09 15:00:00,2020,2,9,0,10,7.3,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,754.0,48.0
15,16,2020-02-09,0.0,2020-02-09 16:00:00,2020,2,9,0,10,7.3,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,754.0,48.0
16,17,2020-02-09,0.0,2020-02-09 17:00:00,2020,2,9,0,10,7.3,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,754.0,48.0
17,18,2020-02-09,0.0,2020-02-09 18:00:00,2020,2,9,0,10,0.2,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,756.5,71.0
18,19,2020-02-09,0.0,2020-02-09 19:00:00,2020,2,9,0,10,0.2,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,756.5,71.0
19,20,2020-02-09,0.0,2020-02-09 20:00:00,2020,2,9,0,10,0.2,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,756.5,71.0
20,21,2020-02-09,0.0,2020-02-09 21:00:00,2020,2,9,0,10,2.5,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,758.5,68.0
21,22,2020-02-09,0.0,2020-02-09 22:00:00,2020,2,9,0,10,2.5,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,758.5,68.0
22,23,2020-02-09,0.0,2020-02-09 23:00:00,2020,2,9,0,10,2.5,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,758.5,68.0
23,24,2020-02-10,0.0,2020-02-10 00:00:00,2020,2,10,0,10,4.5,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,761.0,100.0
24,1,2020-02-10,0.0,2020-02-10 01:00:00,2020,2,10,0,10,4.5,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,761.0,100.0
25,2,2020-02-10,0.0,2020-02-10 02:00:00,2020,2,10,0,10,4.5,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,761.0,100.0
26,3,2020-02-10,0.0,2020-02-10 03:00:00,2020,2,10,0,10,5.2,2.7,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Дождь.,0,0,761.0,100.0
27,4,2020-02-10,0.0,2020-02-10 04:00:00,2020,2,10,0,10,5.2,2.7,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Дождь.,0,0,761.0,100.0
28,5,2020-02-10,0.0,2020-02-10 05:00:00,2020,2,10,1,10,5.2,2.7,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Дождь.,0,0,761.0,100.0
29,6,2020-02-10,0.0,2020-02-10 06:00:00,2020,2,10,1,10,8.8,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,761.6,100.0
30,7,2020-02-10,0.0,2020-02-10 07:00:00,2020,2,10,1,10,8.8,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,761.6,100.0
31,8,2020-02-10,0.0,2020-02-10 08:00:00,2020,2,10,1,10,8.8,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,761.6,100.0
32,9,2020-02-10,0.0,2020-02-10 09:00:00,2020,2,10,1,10,8.7,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,760.7,100.0
33,10,2020-02-10,0.0,2020-02-10 10:00:00,2020,2,10,1,10,8.7,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,760.7,100.0
34,11,2020-02-10,0.0,2020-02-10 11:00:00,2020,2,10,1,10,8.7,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,760.7,100.0
35,12,2020-02-10,0.0,2020-02-10 12:00:00,2020,2,10,1,10,5.2,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,759.9,100.0
36,13,2020-02-10,0.0,2020-02-10 13:00:00,2020,2,10,1,10,5.2,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,759.9,100.0
37,14,2020-02-10,0.0,2020-02-10 14:00:00,2020,2,10,1,10,5.2,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,759.9,100.0
38,15,2020-02-10,0.0,2020-02-10 15:00:00,2020,2,10,0,10,0.2,6.2,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,762.1,100.0
39,16,2020-02-10,0.0,2020-02-10 16:00:00,2020,2,10,0,10,0.2,6.2,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,762.1,100.0
40,17,2020-02-10,0.0,2020-02-10 17:00:00,2020,2,10,0,10,0.2,6.2,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,762.1,100.0
41,18,2020-02-10,0.0,2020-02-10 18:00:00,2020,2,10,0,10,10.4,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Дождь.,0,0,765.2,100.0
42,19,2020-02-10,0.0,2020-02-10 19:00:00,2020,2,10,0,10,10.4,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Дождь.,0,0,765.2,100.0
43,20,2020-02-10,0.0,2020-02-10 20:00:00,2020,2,10,0,10,10.4,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Дождь.,0,0,765.2,100.0
44,21,2020-02-10,0.0,2020-02-10 21:00:00,2020,2,10,0,10,5.1,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Дождь со снегом или другими видами твердых осадков,0,0,766.6,100.0
45,22,2020-02-10,0.0,2020-02-10 22:00:00,2020,2,10,0,10,5.1,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Дождь со снегом или другими видами твердых осадков,0,0,766.6,100.0
46,23,2020-02-10,0.0,2020-02-10 23:00:00,2020,2,10,0,10,5.1,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Дождь со снегом или другими видами твердых осадков,0,0,766.6,100.0
47,24,2020-02-11,0.0,2020-02-11 00:00:00,2020,2,11,0,10,-3.2,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Снег и/или другие виды твердых осадков,0,0,767.8,100.0
48,1,2020-02-11,0.0,2020-02-11 01:00:00,2020,2,11,0,10,-3.2,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Снег и/или другие виды твердых осадков,0,0,767.8,100.0
49,2,2020-02-11,0.0,2020-02-11 02:00:00,2020,2,11,0,10,-3.2,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Снег и/или другие виды твердых осадков,0,0,767.8,100.0
50,3,2020-02-11,0.0,2020-02-11 03:00:00,2020,2,11,0,10,-4.3,2.7,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Снег и/или другие виды твердых осадков,0,0,769.1,100.0
51,4,2020-02-11,0.0,2020-02-11 04:00:00,2020,2,11,0,10,-4.3,2.7,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Снег и/или другие виды твердых осадков,0,0,769.1,100.0
52,5,2020-02-11,0.0,2020-02-11 05:00:00,2020,2,11,1,10,-4.3,2.7,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Снег и/или другие виды твердых осадков,0,0,769.1,100.0
53,6,2020-02-11,0.0,2020-02-11 06:00:00,2020,2,11,1,10,-2.7,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Снег и/или другие виды твердых осадков,4.0,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,771.4,100.0
54,7,2020-02-11,0.0,2020-02-11 07:00:00,2020,2,11,1,10,-2.7,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Снег и/или другие виды твердых осадков,4.0,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,771.4,100.0
55,8,2020-02-11,0.0,2020-02-11 08:00:00,2020,2,11,1,10,-2.7,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Снег и/или другие виды твердых осадков,4.0,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,771.4,100.0
56,9,2020-02-11,0.0,2020-02-11 09:00:00,2020,2,11,1,10,0.1,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Снег и/или другие виды твердых осадков,0,0,770.5,100.0
57,10,2020-02-11,0.0,2020-02-11 10:00:00,2020,2,11,1,10,0.1,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Снег и/или другие виды твердых осадков,0,0,770.5,100.0
58,11,2020-02-11,0.0,2020-02-11 11:00:00,2020,2,11,1,10,0.1,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Снег и/или другие виды твердых осадков,0,0,770.5,100.0
59,12,2020-02-11,5396.1336,2020-02-11 12:00:00,2020,2,11,1,10,-0.9,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,768.7,96.0
60,13,2020-02-11,5396.1336,2020-02-11 13:00:00,2020,2,11,1,10,-0.9,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,768.7,96.0
61,14,2020-02-11,207.5436,2020-02-11 14:00:00,2020,2,11,1,10,-0.9,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,768.7,96.0
62,15,2020-02-11,0.0,2020-02-11 15:00:00,2020,2,11,0,10,-3.6,0.4,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,767.7,95.0
63,16,2020-02-11,0.0,2020-02-11 16:00:00,2020,2,11,0,10,-3.6,0.4,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,767.7,95.0
64,17,2020-02-11,0.0,2020-02-11 17:00:00,2020,2,11,0,10,-3.6,0.4,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,767.7,95.0
65,18,2020-02-11,0.0,2020-02-11 18:00:00,2020,2,11,0,10,0.3,0.0,50,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,767.8,100.0
66,19,2020-02-11,0.0,2020-02-11 19:00:00,2020,2,11,0,10,0.3,0.0,50,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,767.8,100.0
67,20,2020-02-11,0.0,2020-02-11 20:00:00,2020,2,11,0,10,0.3,0.0,50,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,767.8,100.0
68,21,2020-02-11,0.0,2020-02-11 21:00:00,2020,2,11,0,10,-1.1,0.0,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,766.8,100.0
69,22,2020-02-11,0.0,2020-02-11 22:00:00,2020,2,11,0,10,-1.1,0.0,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,766.8,100.0
70,23,2020-02-11,0.0,2020-02-11 23:00:00,2020,2,11,0,10,-1.1,0.0,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,766.8,100.0
71,24,2020-02-12,0.0,2020-02-12 00:00:00,2020,2,12,0,10,-8.1,0.0,0,0,0,0,0,766.3,100.0
72,1,2020-02-12,0.0,2020-02-12 01:00:00,2020,2,12,0,10,-8.1,0.0,0,0,0,0,0,766.3,100.0
73,2,2020-02-12,0.0,2020-02-12 02:00:00,2020,2,12,0,10,-8.1,0.0,0,0,0,0,0,766.3,100.0
74,3,2020-02-12,0.0,2020-02-12 03:00:00,2020,2,12,0,10,-5.8,0.0,0,0,0,0,0,765.4,100.0
75,4,2020-02-12,0.0,2020-02-12 04:00:00,2020,2,12,0,10,-5.8,0.0,0,0,0,0,0,765.4,100.0
76,5,2020-02-12,0.0,2020-02-12 05:00:00,2020,2,12,1,10,-5.8,0.0,0,0,0,0,0,765.4,100.0
77,6,2020-02-12,0.0,2020-02-12 06:00:00,2020,2,12,1,10,-3.2,0.0,0,0,Облака покрывали половину неба или менее в течение всего соответствующего периода.,3.0,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,762.4,100.0
78,7,2020-02-12,0.0,2020-02-12 07:00:00,2020,2,12,1,10,-3.2,0.0,0,0,Облака покрывали половину неба или менее в течение всего соответствующего периода.,3.0,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,762.4,100.0
79,8,2020-02-12,6131.2482,2020-02-12 08:00:00,2020,2,12,1,10,-3.2,0.0,0,0,Облака покрывали половину неба или менее в течение всего соответствующего периода.,3.0,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,762.4,100.0
80,9,2020-02-12,12130.6416,2020-02-12 09:00:00,2020,2,12,1,10,3.1,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Туман или ледяной туман или сильная мгла.,0,0,760.8,100.0
81,10,2020-02-12,11537.295,2020-02-12 10:00:00,2020,2,12,1,10,3.1,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Туман или ледяной туман или сильная мгла.,0,0,760.8,100.0
82,11,2020-02-12,21035.0,2020-02-12 11:00:00,2020,2,12,1,10,3.1,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Туман или ледяной туман или сильная мгла.,0,0,760.8,100.0
83,12,2020-02-12,25645.7586,2020-02-12 12:00:00,2020,2,12,1,10,1.8,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",Туман или ледяной туман или сильная мгла.,0,0,760.5,89.0
84,13,2020-02-12,6724.5948,2020-02-12 13:00:00,2020,2,12,1,10,1.8,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",Туман или ледяной туман или сильная мгла.,0,0,760.5,89.0
85,14,2020-02-12,395.5644,2020-02-12 14:00:00,2020,2,12,1,10,1.8,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",Туман или ледяной туман или сильная мгла.,0,0,760.5,89.0
86,15,2020-02-12,0.0,2020-02-12 15:00:00,2020,2,12,0,10,-0.7,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,761.0,98.0
87,16,2020-02-12,0.0,2020-02-12 16:00:00,2020,2,12,0,10,-0.7,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,761.0,98.0
88,17,2020-02-12,0.0,2020-02-12 17:00:00,2020,2,12,0,10,-0.7,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,761.0,98.0
89,18,2020-02-12,0.0,2020-02-12 18:00:00,2020,2,12,0,10,-4.5,0.0,60,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,762.7,100.0
90,19,2020-02-12,0.0,2020-02-12 19:00:00,2020,2,12,0,10,-4.5,0.0,60,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,762.7,100.0
91,20,2020-02-12,0.0,2020-02-12 20:00:00,2020,2,12,0,10,-4.5,0.0,60,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,762.7,100.0
92,21,2020-02-12,0.0,2020-02-12 21:00:00,2020,2,12,0,10,-6.8,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,763.7,100.0
93,22,2020-02-12,0.0,2020-02-12 22:00:00,2020,2,12,0,10,-6.8,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,763.7,100.0
94,23,2020-02-12,0.0,2020-02-12 23:00:00,2020,2,12,0,10,-6.8,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,763.7,100.0
95,24,2020-02-13,0.0,2020-02-13 00:00:00,2020,2,13,0,10,0.6,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,765.6,100.0
96,1,2020-02-13,0.0,2020-02-13 01:00:00,2020,2,13,0,10,0.6,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,765.6,100.0
97,2,2020-02-13,0.0,2020-02-13 02:00:00,2020,2,13,0,10,0.6,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,765.6,100.0
98,3,2020-02-13,0.0,2020-02-13 03:00:00,2020,2,13,0,10,0.5,1.1,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,767.9,100.0
99,4,2020-02-13,128.78052,2020-02-13 04:00:00,2020,2,13,0,10,0.5,1.1,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,767.9,100.0
100,5,2020-02-13,2318.04936,2020-02-13 05:00:00,2020,2,13,1,10,0.5,1.1,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,767.9,100.0
101,6,2020-02-13,5666.34288,2020-02-13 06:00:00,2020,2,13,1,10,0.8,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Дождь со снегом или другими видами твердых осадков,1.0,"Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.",768.9,100.0
102,7,2020-02-13,9787.31952,2020-02-13 07:00:00,2020,2,13,1,10,0.8,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Дождь со снегом или другими видами твердых осадков,1.0,"Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.",768.9,100.0
103,8,2020-02-13,16033.17474,2020-02-13 08:00:00,2020,2,13,1,10,0.8,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Дождь со снегом или другими видами твердых осадков,1.0,"Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.",768.9,100.0
104,9,2020-02-13,16548.29682,2020-02-13 09:00:00,2020,2,13,1,10,1.4,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,771.4,100.0
105,10,2020-02-13,14101.46694,2020-02-13 10:00:00,2020,2,13,1,10,1.4,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,771.4,100.0
106,11,2020-02-13,6245.8552199999995,2020-02-13 11:00:00,2020,2,13,1,10,1.4,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,771.4,100.0
107,12,2020-02-13,5215.61106,2020-02-13 12:00:00,2020,2,13,1,10,0.2,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,772.3,100.0
108,13,2020-02-13,2961.95196,2020-02-13 13:00:00,2020,2,13,1,10,0.2,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,772.3,100.0
109,14,2020-02-13,193.17078,2020-02-13 14:00:00,2020,2,13,1,10,0.2,0.0,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,772.3,100.0
110,15,2020-02-13,0.0,2020-02-13 15:00:00,2020,2,13,0,10,0.4,0.6,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,774.7,100.0
111,16,2020-02-13,0.0,2020-02-13 16:00:00,2020,2,13,0,10,0.4,0.6,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,774.7,100.0
112,17,2020-02-13,0.0,2020-02-13 17:00:00,2020,2,13,0,10,0.4,0.6,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,774.7,100.0
113,18,2020-02-13,0.0,2020-02-13 18:00:00,2020,2,13,0,10,-1.5,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,775.7,100.0
114,19,2020-02-13,0.0,2020-02-13 19:00:00,2020,2,13,0,10,-1.5,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,775.7,100.0
115,20,2020-02-13,0.0,2020-02-13 20:00:00,2020,2,13,0,10,-1.5,0.0,100,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,775.7,100.0
116,21,2020-02-13,0.0,2020-02-13 21:00:00,2020,2,13,0,10,-0.8,0.0,50,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,775.9,100.0
117,22,2020-02-13,0.0,2020-02-13 22:00:00,2020,2,13,0,10,-0.8,0.0,50,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,775.9,100.0
118,23,2020-02-13,0.0,2020-02-13 23:00:00,2020,2,13,0,10,-0.8,0.0,50,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,775.9,100.0
119,24,2020-02-14,0.0,2020-02-14 00:00:00,2020,2,14,0,10,-3.6,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,776.9,100.0
120,1,2020-02-14,0.0,2020-02-14 01:00:00,2020,2,14,0,10,-3.6,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,776.9,100.0
121,2,2020-02-14,0.0,2020-02-14 02:00:00,2020,2,14,0,10,-3.6,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,776.9,100.0
122,3,2020-02-14,0.0,2020-02-14 03:00:00,2020,2,14,0,10,-4.3,0.0,60,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,776.2,100.0
123,4,2020-02-14,1182.454416,2020-02-14 04:00:00,2020,2,14,0,10,-4.3,0.0,60,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,776.2,100.0
124,5,2020-02-14,7620.261792,2020-02-14 05:00:00,2020,2,14,1,10,-4.3,0.0,60,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,776.2,100.0
125,6,2020-02-14,29692.744224,2020-02-14 06:00:00,2020,2,14,1,10,1.2,0.0,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,776.5,100.0
126,7,2020-02-14,43947.889128,2020-02-14 07:00:00,2020,2,14,1,10,1.2,0.0,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,776.5,100.0
127,8,2020-02-14,46772.641344,2020-02-14 08:00:00,2020,2,14,1,10,1.2,0.0,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,776.5,100.0
128,9,2020-02-14,47495.252376,2020-02-14 09:00:00,2020,2,14,1,10,6.3,0.0,0,0,0,0,0,774.5,100.0
129,10,2020-02-14,50451.388416,2020-02-14 10:00:00,2020,2,14,1,10,6.3,0.0,0,0,0,0,0,774.5,100.0
130,11,2020-02-14,47626.6362,2020-02-14 11:00:00,2020,2,14,1,10,6.3,0.0,0,0,0,0,0,774.5,100.0
131,12,2020-02-14,27984.754512,2020-02-14 12:00:00,2020,2,14,1,10,4.1,0.0,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,772.3,78.0
132,13,2020-02-14,15568.983144,2020-02-14 13:00:00,2020,2,14,1,10,4.1,0.0,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,772.3,78.0
133,14,2020-02-14,656.91912,2020-02-14 14:00:00,2020,2,14,1,10,4.1,0.0,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,772.3,78.0
134,15,2020-02-14,0.0,2020-02-14 15:00:00,2020,2,14,0,10,0.0,0.0,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,770.7,90.0
